Date,Business,Spending
2020-05-20,fbk,12.430995706271668
2020-05-21,fbk,19.95320290156193
2020-05-22,fbk,28.784065038582472
2020-05-23,fbk,21.430849570804913
2020-05-24,fbk,24.833974026935763
2020-05-25,fbk,22.30511586994856
2020-05-26,fbk,13.676965865255678
2020-05-27,fbk,10.42324840348673
2020-05-28,fbk,19.392976458468173
2020-05-29,fbk,26.427077261190522
2020-01-01,uyr,15.091904623216486
2020-01-02,uyr,18.636656970680235
2020-01-03,uyr,18.831222565286193
2020-01-04,uyr,18.481814507858328
2020-01-05,uyr,20.74889342045255
2020-01-06,uyr,20.431186099055545
2020-01-07,uyr,16.315592779341173
2020-01-08,uyr,8.841656347558153
2020-01-09,uyr,20.996363683658583
2020-01-10,uyr,21.182766040946948
2020-01-11,uyr,21.935396094678914
2020-01-12,uyr,32.309594180695065
2020-01-13,uyr,26.563276099394187
2020-01-14,uyr,21.954569706694002
2020-01-15,uyr,17.815007618581113
2020-01-16,uyr,17.720223723371376
2020-01-17,uyr,9.864784173746035
2020-01-18,uyr,23.601313999554737
2020-01-19,uyr,19.762282558682518
2020-01-20,uyr,24.23573238970005
2020-01-21,uyr,24.440879692429462
2020-01-22,uyr,16.427900680980823
2020-01-23,uyr,26.34713548834896
2020-01-24,uyr,17.730033031702074
2020-01-25,uyr,15.983777238451765
2020-01-26,uyr,19.357590449107008
2020-01-27,uyr,19.849114755551355
2020-01-28,uyr,18.931690016240047
2020-01-29,uyr,20.982601850227393
2020-01-30,uyr,30.52552015302991
2020-01-31,uyr,18.84068881563651
2020-02-01,uyr,33.468027722569005
2020-02-02,uyr,24.100517766507103
2020-02-03,uyr,23.407294234135517
2020-02-04,uyr,17.901590799908508
2020-02-05,uyr,21.583529293024075
2020-02-06,uyr,21.82410009690846
2020-02-07,uyr,20.83297950267083
2020-02-08,uyr,24.597717037546033
2020-02-09,uyr,28.461961978859357
2020-02-10,uyr,16.780446254648037
2020-02-11,uyr,18.801723545254724
2020-02-12,uyr,18.51924690186238
2020-02-13,uyr,20.24354616856828
2020-02-14,uyr,30.4171332830472
2020-02-15,uyr,24.117484075561
2020-02-16,uyr,15.277064336789529
2020-02-17,uyr,22.557943006896885
2020-02-18,uyr,13.175595786012547
2020-02-19,uyr,21.78869995671504
2020-02-20,uyr,8.325422898677871
2020-02-21,uyr,14.623977239801047
2020-02-22,uyr,10.58549338592298
2020-02-23,uyr,26.232892913732545
2020-02-24,uyr,22.24971287553828
2020-02-25,uyr,14.920616246254886
2020-02-26,uyr,23.860670657877417
2020-02-27,uyr,13.903177746128009
2020-02-28,uyr,16.091826662921363
2020-02-29,uyr,22.757394721476125
2020-03-01,uyr,12.317616939388962
2020-03-02,uyr,17.41970435107866
2020-03-03,uyr,16.258530950449543
2020-03-04,uyr,26.909017260558933
2020-03-05,uyr,23.553541143748085
2020-03-06,uyr,19.586293742048944
2020-03-07,uyr,22.53110347834173
2020-03-08,uyr,12.223741498881822
2020-03-09,uyr,26.562858722861684
2020-03-10,uyr,17.249541398927267
2020-03-11,uyr,14.90597787282664
2020-03-12,uyr,20.39311429967379
2020-03-13,uyr,16.532738316039918
2020-03-14,uyr,22.97973196289095
2020-03-15,uyr,20.603891840139447
2020-03-16,uyr,21.35889885634347
2020-03-17,uyr,14.402876692665167
2020-03-18,uyr,15.693431632354987
2020-03-19,uyr,24.504283000367547
2020-03-20,uyr,15.490817213725357
2020-03-21,uyr,25.67082701613572
2020-03-22,uyr,18.423945668484365
2020-03-23,uyr,19.70589217386163
2020-03-24,uyr,18.247297590332042
2020-03-25,uyr,12.318827142497286
2020-03-26,uyr,19.116958429508237
2020-03-27,uyr,12.664096969176047
2020-03-28,uyr,12.360065488399478
2020-03-29,uyr,24.0712374076844
2020-03-30,uyr,29.088991011807394
2020-03-31,uyr,19.5908893528269
2020-04-01,uyr,19.55166607118552
2020-04-02,uyr,19.049919639573783
2020-04-03,uyr,19.84304845092091
2020-04-04,uyr,16.63850106654302
2020-04-05,uyr,14.656380427321277
2020-04-06,uyr,21.953972113407584
2020-04-07,uyr,21.82452654516793
2020-04-08,uyr,11.61198203804021
2020-04-09,uyr,20.94371172313456
2020-04-10,uyr,8.683417405446988
2020-04-11,uyr,15.654748328202544
2020-04-12,uyr,29.435132418758506
2020-04-13,uyr,15.082606013803469
2020-04-14,uyr,29.05498243909514
2020-04-15,uyr,21.79612927560439
2020-04-16,uyr,20.636291095116214
2020-04-17,uyr,17.718219698228836
2020-04-18,uyr,19.643091588875283
2020-04-19,uyr,28.036826666463732
2020-04-20,uyr,18.09080397175982
2020-04-21,uyr,16.51041855648648
2020-04-22,uyr,19.71910065701331
2020-04-23,uyr,17.1257824004734
2020-04-24,uyr,10.76373750505485
2020-04-25,uyr,14.069027199010668
2020-04-26,uyr,16.854481030198535
2020-04-27,uyr,20.03808493765078
2020-04-28,uyr,17.736895837990545
2020-04-29,uyr,21.273040591802815
2020-04-30,uyr,19.668960750485677
2020-05-01,uyr,21.788104687186195
2020-05-02,uyr,21.087782312511028
2020-05-03,uyr,22.16596760465664
2020-05-04,uyr,25.958556677776805
2020-05-05,uyr,21.199519709893114
2020-05-06,uyr,16.4940282478314
2020-05-07,uyr,21.055575898264795
2020-05-08,uyr,16.923845481051664
2020-05-09,uyr,26.063099952648585
2020-05-10,uyr,21.86194799800289
2020-05-11,uyr,26.89786438446522
2020-05-12,uyr,23.105743302565624
2020-05-13,uyr,22.851917099707485
2020-05-14,uyr,20.631280734030426
2020-05-15,uyr,19.772399724700513
2020-05-16,uyr,15.861730617014194
2020-05-17,uyr,19.199362195670957
2020-05-18,uyr,13.380248170383187
2020-05-19,uyr,25.39486541131809
2020-05-20,uyr,27.422337042479814
2020-05-21,uyr,19.718356538927342
2020-05-22,uyr,22.441216732139925
2020-05-23,uyr,19.286385907099078
2020-05-24,uyr,16.943356519072438
2020-05-25,uyr,18.120038164039034
2020-05-26,uyr,17.166709323630013
2020-05-27,uyr,21.705364396593755
2020-05-28,uyr,29.846111830866633
2020-05-29,uyr,16.58756412158165
2020-01-01,nft,14.082460916050202
2020-01-02,nft,20.948607822099838
2020-01-03,nft,26.76330788076779
2020-01-04,nft,18.276890070482292
2020-01-05,nft,20.434411918267397
2020-01-06,nft,12.96633258156782
2020-01-07,nft,22.144605858636275
2020-01-08,nft,20.492724689850977
2020-01-09,nft,22.22222090187525
2020-01-10,nft,24.631313875296648
2020-01-11,nft,10.184574477483647
2020-01-12,nft,18.404036163063555
2020-01-13,nft,20.28347581224486
2020-01-14,nft,13.318094902077508
2020-01-15,nft,25.22612203802741
2020-01-16,nft,16.464491253627536
2020-01-17,nft,21.653902801275574
2020-01-18,nft,19.074336182956333
2020-01-19,nft,20.42075543021208
2020-01-20,nft,21.16289524624964
2020-01-21,nft,26.015513162675227
2020-01-22,nft,15.047376248685987
2020-01-23,nft,17.837894666886786
2020-01-24,nft,20.107423303590974
2020-01-25,nft,14.753336401396652
2020-01-26,nft,14.386836461230608
2020-01-27,nft,14.632908038681027
2020-01-28,nft,15.627368959526454
2020-01-29,nft,23.82082019919134
2020-01-30,nft,7.041500221872457
2020-01-31,nft,13.816085191878624
2020-02-01,nft,17.196942218129756
2020-02-02,nft,18.17741539366945
2020-02-03,nft,17.299753655459423
2020-02-04,nft,16.37145763804347
2020-02-05,nft,20.045322062581082
2020-02-06,nft,24.869475030199602
2020-02-07,nft,13.053316347556233
2020-02-08,nft,11.16333666050528
2020-02-09,nft,32.214360728082355
2020-02-10,nft,28.367990132510165
2020-02-11,nft,20.961177511267415
2020-02-12,nft,27.873552542380928
2020-02-13,nft,14.975239341632056
2020-02-14,nft,21.463497539710477
2020-02-15,nft,25.01598079717833
2020-02-16,nft,9.422929494762052
2020-02-17,nft,15.868684166922915
2020-02-18,nft,20.18766246764364
2020-02-19,nft,14.087958055549693
2020-02-20,nft,9.537151156310074
2020-02-21,nft,25.260112257630354
2020-02-22,nft,26.243053914294855
2020-02-23,nft,23.460037988292118
2020-02-24,nft,17.19978320696237
2020-02-25,nft,12.6456704324251
2020-02-26,nft,22.575215389245624
2020-02-27,nft,14.847777189485937
2020-02-28,nft,18.283152323321655
2020-02-29,nft,17.854436162815965
2020-03-01,nft,19.564739401556025
2020-03-02,nft,18.946736958952037
2020-03-03,nft,19.808035701132003
2020-03-04,nft,14.0832252468571
2020-03-05,nft,22.616532321121376
2020-03-06,nft,8.371837125249437
2020-03-07,nft,19.008923309661807
2020-03-08,nft,17.298493876338053
2020-03-09,nft,25.92215796202774
2020-03-10,nft,27.855134893858512
2020-03-11,nft,16.733283518700325
2020-03-12,nft,14.227212231541067
2020-03-13,nft,19.67187832623396
2020-03-14,nft,14.706813634146839
2020-03-15,nft,10.961522845378266
2020-03-16,nft,4.226685246604209
2020-03-17,nft,24.056570445017464
2020-03-18,nft,17.76858308431835
2020-03-19,nft,15.732936149793971
2020-03-20,nft,25.118141743039182
2020-03-21,nft,17.531485211315893
2020-03-22,nft,23.575186629830352
2020-03-23,nft,34.33123739539521
2020-03-24,nft,15.311254081700024
2020-03-25,nft,24.945568843745118
2020-03-26,nft,11.063322494753727
2020-03-27,nft,10.068397482799847
2020-03-28,nft,24.989372207233334
2020-03-29,nft,25.136605842837856
2020-03-30,nft,22.0299392057603
2020-03-31,nft,15.264097392028376
2020-04-01,nft,29.725158998296365
2020-04-02,nft,18.561510213441036
2020-04-03,nft,21.07774535806507
2020-04-04,nft,21.729591246908114
2020-04-05,nft,10.910945368741714
2020-04-06,nft,15.91284935002735
2020-04-07,nft,19.54148636795698
2020-04-08,nft,27.94654150686162
2020-04-09,nft,21.44393901264588
2020-04-10,nft,24.150330990031826
2020-04-11,nft,24.73840949622755
2020-04-12,nft,13.80471025481817
2020-04-13,nft,17.113218876897356
2020-04-14,nft,30.351793238796887
2020-04-15,nft,14.921474224615018
2020-04-16,nft,14.036427044159757
2020-04-17,nft,30.134918864937546
2020-04-18,nft,23.12579676678778
2020-04-19,nft,22.898586820359576
2020-04-20,nft,13.230000123938296
2020-04-21,nft,22.3845360969179
2020-04-22,nft,22.24426883613781
2020-04-23,nft,14.612766429822342
2020-04-24,nft,26.14442128131741
2020-04-25,nft,18.065664230903092
2020-04-26,nft,22.79054642174701
2020-04-27,nft,14.813773798079652
2020-04-28,nft,27.592007191971838
2020-04-29,nft,19.31898162669772
2020-04-30,nft,8.619700072295036
2020-05-01,nft,25.765099656033293
2020-05-02,nft,17.616198909668856
2020-05-03,nft,12.836999891099268
2020-05-04,nft,9.623375198515332
2020-05-05,nft,12.737659018475632
2020-05-06,nft,22.620023344843624
2020-05-07,nft,14.535562250920588
2020-05-08,nft,25.942702283092537
2020-05-09,nft,15.549549732019862
2020-05-10,nft,25.145036538998728
2020-05-11,nft,22.096672185731556
2020-05-12,nft,13.611222589188621
2020-05-13,nft,10.50797117140559
2020-05-14,nft,23.662902842162623
2020-05-15,nft,18.29150616704284
2020-05-16,nft,28.66861758425482
2020-05-17,nft,14.967349397609002
2020-05-18,nft,12.635995547185981
2020-05-19,nft,22.81630834729712
2020-05-20,nft,23.094957384625946
2020-05-21,nft,23.03166217231672
2020-05-22,nft,23.312058970428886
2020-05-23,nft,14.567972641127279
2020-05-24,nft,15.976763244602209
2020-05-25,nft,13.148627200628521
2020-05-26,nft,20.840490087595203
2020-05-27,nft,21.290294973249285
2020-05-28,nft,19.322543176981544
2020-05-29,nft,20.394586098552182
2020-01-01,dbg,15.932036534290315
2020-01-02,dbg,16.392112280209496
2020-01-03,dbg,20.113250476892635
2020-01-04,dbg,14.299747617325636
2020-01-05,dbg,28.540727731470096
2020-01-06,dbg,26.068223002842046
2020-01-07,dbg,18.96758963766145
2020-01-08,dbg,25.089481810398212
2020-01-09,dbg,11.93252990180906
2020-01-10,dbg,30.56924867071917
2020-01-11,dbg,18.817913222663122
2020-01-12,dbg,29.221187733183434
2020-01-13,dbg,15.097210416399397
2020-01-14,dbg,21.71302778310056
2020-01-15,dbg,21.840383204650795
2020-01-16,dbg,20.761207393045066
2020-01-17,dbg,14.948001233590254
2020-01-18,dbg,17.261436790089803
2020-01-19,dbg,18.50435638967008
2020-01-20,dbg,28.61451817706673
2020-01-21,dbg,15.237505296871621
2020-01-22,dbg,32.794152626315935
2020-01-23,dbg,22.46163288935445
2020-01-24,dbg,16.83387365492584
2020-01-25,dbg,23.995253704686036
2020-01-26,dbg,18.333878904265635
2020-01-27,dbg,17.122674429074817
2020-01-28,dbg,18.545139577984745
2020-01-29,dbg,24.320126281824876
2020-01-30,dbg,16.656957413416436
2020-01-31,dbg,26.81821902616751
2020-02-01,dbg,22.274394002396015
2020-02-02,dbg,22.013521128322886
2020-02-03,dbg,24.586209839335897
2020-02-04,dbg,19.25407587375141
2020-02-05,dbg,18.347959405055985
2020-02-06,dbg,17.20462694396771
2020-02-07,dbg,14.837521059350529
2020-02-08,dbg,20.46501806959704
2020-02-09,dbg,20.478756572265468
2020-02-10,dbg,20.8435864321322
2020-02-11,dbg,18.177180866051614
2020-02-12,dbg,15.485683117597066
2020-02-13,dbg,18.67023993242367
2020-02-14,dbg,20.069794881502474
2020-02-15,dbg,24.23825386366734
2020-02-16,dbg,36.32921994279473
2020-02-17,dbg,20.08614711684366
2020-02-18,dbg,16.425155989800036
2020-02-19,dbg,18.952933663437385
2020-02-20,dbg,22.471490901233004
2020-02-21,dbg,23.1935067335025
2020-02-22,dbg,29.884810078743797
2020-02-23,dbg,28.993227812538986
2020-02-24,dbg,21.646183910054553
2020-02-25,dbg,24.28499428097637
2020-02-26,dbg,20.38948174277082
2020-02-27,dbg,21.51501631418896
2020-02-28,dbg,17.52247439491479
2020-02-29,dbg,23.13983298485922
2020-03-01,dbg,13.650826660371107
2020-03-02,dbg,18.769037276455098
2020-03-03,dbg,18.16168275339407
2020-03-04,dbg,18.10263212542955
2020-03-05,dbg,18.561834783964
2020-03-06,dbg,22.63652901584005
2020-03-07,dbg,24.336692399173913
2020-03-08,dbg,25.233930927377184
2020-03-09,dbg,16.675065659644627
2020-03-10,dbg,21.101842225595888
2020-03-11,dbg,16.139051298944803
2020-03-12,dbg,18.143374056022417
2020-03-13,dbg,22.717961930975445
2020-03-14,dbg,23.352777640527837
2020-03-15,dbg,21.039422312312134
2020-03-16,dbg,23.842492531062938
2020-03-17,dbg,13.825755208700132
2020-03-18,dbg,23.356234713656256
2020-03-19,dbg,10.971173354412574
2020-03-20,dbg,24.332896156904013
2020-03-21,dbg,23.080612859303617
2020-03-22,dbg,18.788147622846406
2020-03-23,dbg,18.54836802854127
2020-03-24,dbg,19.11009830638714
2020-03-25,dbg,23.806509353099905
2020-03-26,dbg,16.590084917172824
2020-03-27,dbg,12.176289934711203
2020-03-28,dbg,24.868741598813415
2020-03-29,dbg,17.715843654192714
2020-03-30,dbg,24.63316624195756
2020-03-31,dbg,17.447023756856616
2020-04-01,dbg,18.737039575835475
2020-04-02,dbg,18.703546580064028
2020-04-03,dbg,18.439558807984017
2020-04-04,dbg,9.976907004472812
2020-04-05,dbg,21.613965138392448
2020-04-06,dbg,23.974068916758142
2020-04-07,dbg,15.100489997840173
2020-04-08,dbg,26.101936323562715
2020-04-09,dbg,11.417982856974415
2020-04-10,dbg,19.82595155906511
2020-04-11,dbg,18.07817709287701
2020-04-12,dbg,11.109890996826756
2020-04-13,dbg,19.850100773833496
2020-04-14,dbg,18.944345156354146
2020-04-15,dbg,22.27745464514324
2020-04-16,dbg,6.3350204271179855
2020-04-17,dbg,14.898027764011067
2020-04-18,dbg,23.06166418080622
2020-04-19,dbg,18.96367573551811
2020-04-20,dbg,15.944332603607617
2020-04-21,dbg,21.239259233049584
2020-04-22,dbg,18.14131874603489
2020-04-23,dbg,17.955266281032447
2020-04-24,dbg,19.96406438509369
2020-04-25,dbg,21.099064233186244
2020-04-26,dbg,27.644463091544857
2020-04-27,dbg,21.53028859549642
2020-04-28,dbg,16.8098440478737
2020-04-29,dbg,17.410501728766356
2020-04-30,dbg,15.75165196596001
2020-05-01,dbg,26.44232463784733
2020-05-02,dbg,20.71623070412709
2020-05-03,dbg,16.52119015809822
2020-05-04,dbg,19.772294415735093
2020-05-05,dbg,22.271374933486108
2020-05-06,dbg,24.787960089112794
2020-05-07,dbg,16.117248486585016
2020-05-08,dbg,15.066958313716864
2020-05-09,dbg,30.357668554187846
2020-05-10,dbg,16.31137080530359
2020-05-11,dbg,17.253674549591913
2020-05-12,dbg,22.419855687039995
2020-05-13,dbg,13.880720682960362
2020-05-14,dbg,7.04113464703874
2020-05-15,dbg,12.38584449506747
2020-05-16,dbg,22.83627112046453
2020-05-17,dbg,32.84531596201509
2020-05-18,dbg,16.601035839013157
2020-05-19,dbg,26.898486613394446
2020-05-20,dbg,23.451039672993574
2020-05-21,dbg,22.39554476556046
2020-05-22,dbg,20.453772853364423
2020-05-23,dbg,29.53099705906748
2020-05-24,dbg,22.16043337842393
2020-05-25,dbg,29.656135323915954
2020-05-26,dbg,20.07192617866836
2020-05-27,dbg,15.459020516504516
2020-05-28,dbg,17.927464395593855
2020-05-29,dbg,21.274183432076356
2020-01-01,eqv,20.386382069712962
2020-01-02,eqv,22.84020605980709
2020-01-03,eqv,10.575053005702577
2020-01-04,eqv,17.162621490019063
2020-01-05,eqv,28.781887404534217
2020-01-06,eqv,17.701980734788005
2020-01-07,eqv,24.85969270495345
2020-01-08,eqv,15.73704987166057
2020-01-09,eqv,15.29314045464718
2020-01-10,eqv,31.109789739070415
2020-01-11,eqv,19.686346264694595
2020-01-12,eqv,18.103533731810128
2020-01-13,eqv,9.316483580962508
2020-01-14,eqv,20.18826817602824
2020-01-15,eqv,21.31673607158398
2020-01-16,eqv,12.5012975449657
2020-01-17,eqv,18.982604903641064
2020-01-18,eqv,18.16514290155693
2020-01-19,eqv,20.13055223162909
2020-01-20,eqv,20.873965324905395
2020-01-21,eqv,21.45495666683347
2020-01-22,eqv,22.761688946619454
2020-01-23,eqv,20.856369052727846
2020-01-24,eqv,13.636558767159686
2020-01-25,eqv,17.62316066268713
2020-01-26,eqv,27.455476758710752
2020-01-27,eqv,18.20009655303383
2020-01-28,eqv,18.874229903463654
2020-01-29,eqv,6.217932427301971
2020-01-30,eqv,24.645912314338062
2020-01-31,eqv,26.41533174573621
2020-02-01,eqv,19.36357694880169
2020-02-02,eqv,23.193677425295284
2020-02-03,eqv,24.598513299583075
2020-02-04,eqv,18.288652470601132
2020-02-05,eqv,19.482038257525733
2020-02-06,eqv,23.436506573504808
2020-02-07,eqv,23.784340188891463
2020-02-08,eqv,25.156668174168846
2020-02-09,eqv,29.507294867958606
2020-02-10,eqv,19.567299185351988
2020-02-11,eqv,22.703980519727008
2020-02-12,eqv,23.53478707190049
2020-02-13,eqv,24.6226437820022
2020-02-14,eqv,27.719108863521534
2020-02-15,eqv,26.111441822947757
2020-02-16,eqv,15.611343172826098
2020-02-17,eqv,19.912347198504715
2020-02-18,eqv,22.457028011218288
2020-02-19,eqv,18.537234830726423
2020-02-20,eqv,16.462163217037652
2020-02-21,eqv,19.777928874293277
2020-02-22,eqv,17.39484521556018
2020-02-23,eqv,27.758377932081302
2020-02-24,eqv,12.414280952489293
2020-02-25,eqv,13.672823320999814
2020-02-26,eqv,14.239385131963317
2020-02-27,eqv,26.57947042698338
2020-02-28,eqv,13.291806257257846
2020-02-29,eqv,13.854781833899647
2020-03-01,eqv,12.506288208852116
2020-03-02,eqv,22.103871222463937
2020-03-03,eqv,15.874268570223762
2020-03-04,eqv,20.813472808102063
2020-03-05,eqv,11.120237611782265
2020-03-06,eqv,18.60362527123796
2020-03-07,eqv,22.356066343180295
2020-03-08,eqv,19.360381568487274
2020-03-09,eqv,23.64991494746754
2020-03-10,eqv,19.285226617455457
2020-03-11,eqv,11.629368084594594
2020-03-12,eqv,26.291456301261604
2020-03-13,eqv,23.173045914493805
2020-03-14,eqv,26.51934639506762
2020-03-15,eqv,18.83253794522952
2020-03-16,eqv,24.620297733566126
2020-03-17,eqv,17.514764013820635
2020-03-18,eqv,19.81797576175962
2020-03-19,eqv,18.562422451474742
2020-03-20,eqv,23.160047343377794
2020-03-21,eqv,24.661365619352885
2020-03-22,eqv,17.42508241028846
2020-03-23,eqv,22.69966209798121
2020-03-24,eqv,28.111870673015197
2020-03-25,eqv,19.823848386463307
2020-03-26,eqv,11.628134670884226
2020-03-27,eqv,19.529303473977397
2020-03-28,eqv,16.463324997393034
2020-03-29,eqv,32.42149197735253
2020-03-30,eqv,21.761771187441003
2020-03-31,eqv,20.371988641792733
2020-04-01,eqv,20.41480131883288
2020-04-02,eqv,16.666425123848626
2020-04-03,eqv,28.960046887769668
2020-04-04,eqv,13.085014830389431
2020-04-05,eqv,18.139216184872854
2020-04-06,eqv,19.90067713445982
2020-04-07,eqv,22.088002049769496
2020-04-08,eqv,19.016999440021195
2020-04-09,eqv,27.343392495336666
2020-04-10,eqv,20.447641140440254
2020-04-11,eqv,18.98211911973823
2020-04-12,eqv,8.007109832179722
2020-04-13,eqv,25.84796295147814
2020-04-14,eqv,19.4835976266046
2020-04-15,eqv,19.418055352849674
2020-04-16,eqv,21.34955836012277
2020-04-17,eqv,31.071775279615714
2020-04-18,eqv,24.89932230043811
2020-04-19,eqv,19.25492854409987
2020-04-20,eqv,18.29076854410672
2020-04-21,eqv,17.084604282259438
2020-04-22,eqv,21.50044478060489
2020-04-23,eqv,12.170472100432054
2020-04-24,eqv,23.919152511994618
2020-04-25,eqv,17.695759657071402
2020-04-26,eqv,20.17894548230807
2020-04-27,eqv,14.283582825872731
2020-04-28,eqv,20.392812940947557
2020-04-29,eqv,22.68254563394447
2020-04-30,eqv,19.64194007998849
2020-05-01,eqv,24.830716714209963
2020-05-02,eqv,11.55696577157497
2020-05-03,eqv,18.346324152057587
2020-05-04,eqv,9.616798731664424
2020-05-05,eqv,21.563379974855078
2020-05-06,eqv,17.927569248818255
2020-05-07,eqv,23.9848757917922
2020-05-08,eqv,21.252045782845695
2020-05-09,eqv,16.980984766088316
2020-05-10,eqv,25.63607993357876
2020-05-11,eqv,20.694067800213492
2020-05-12,eqv,19.601015474699192
2020-05-13,eqv,28.499337420771376
2020-05-14,eqv,21.04838154611251
2020-05-15,eqv,12.981812846690516
2020-05-16,eqv,19.97193364345297
2020-05-17,eqv,21.35932503968296
2020-05-18,eqv,7.624132979373082
2020-05-19,eqv,16.67467330312358
2020-05-20,eqv,21.763392550159818
2020-05-21,eqv,14.689039608611
2020-05-22,eqv,17.05359315418154
